จังหวัด,ระดับ,หน่วยงาน,ขนาด,โครงสร้าง,ที่มาของขนาด,สี,obj
เชียงใหม่,กฟส,กฟส.สันกำแพง,M,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.855, 0.612)",51
เชียงใหม่,กฟส,กฟส.สำรภี,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",51
เชียงใหม่,กฟส,กฟส.แม่ออน,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟส,กฟส.ไชยปรำกำร,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟส,กฟส.เวียงแหง,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟส,กฟส.เมืองเชียงใหม่2,L,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.431, 0.106, 0.416)",51
เชียงใหม่,กฟส,กฟส.แม่ริม,M,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.855, 0.612)",51
เชียงใหม่,กฟส,กฟส.สันทรำย,L,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.431, 0.106, 0.416)",51
เชียงใหม่,กฟส,กฟส.สันป่าตอง,M,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.855, 0.612)",51
เชียงใหม่,กฟส,กฟส.หำงดง,M,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.855, 0.612)",51
เชียงใหม่,กฟส,กฟส.จอมทอง,M,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.855, 0.612)",51
เชียงใหม่,กฟส,กฟส.ดอยสะเก็ด,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",51
เชียงใหม่,กฟส,กฟส.ฝำง,M,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.855, 0.612)",51
เชียงใหม่,กฟส,กฟส.แม่อาย,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",51
เชียงใหม่,กฟส,กฟส.เชียงดำว,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",51
เชียงใหม่,กฟส,กฟส.แม่แตง,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",51
เชียงใหม่,กฟส,กฟส.สะเมิง,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟส,กฟส.ป่าแป๋,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟส,กฟส.พร้าว,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",51
เชียงใหม่,กฟส,กฟส.แม่วาง,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟส,กฟส.ฮอด,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",51
เชียงใหม่,กฟส,กฟส.ดอยหล่อ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟส,กฟส.แม่แจ่ม,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟส,กฟส.ดอยเต่า,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟส,กฟส.อมก๋อย,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟส,กฟส.บ่อหลวง,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟจ,กฟจ.เชียงใหม่,L,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.0, 0.439, 0.753)",51
เชียงใหม่,กฟส,กฟส.สันกำแพง,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",51
เชียงใหม่,กฟส,กฟส.สำรภี,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",51
เชียงใหม่,กฟส,กฟส.แม่ออน,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟส,กฟส.ไชยปรำกำร,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟส,กฟส.เวียงแหง,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟส,กฟส.เมืองเชียงใหม่2,L,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.431, 0.106, 0.416)",51
เชียงใหม่,กฟส,กฟส.แม่ริม,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",51
เชียงใหม่,กฟส,กฟส.สันทรำย,L,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.431, 0.106, 0.416)",51
เชียงใหม่,กฟส,กฟส.สันป่าตอง,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",51
เชียงใหม่,กฟส,กฟส.หำงดง,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",51
เชียงใหม่,กฟส,กฟส.จอมทอง,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",51
เชียงใหม่,กฟส,กฟส.ดอยสะเก็ด,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",51
เชียงใหม่,กฟส,กฟส.ฝำง,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",51
เชียงใหม่,กฟส,กฟส.แม่อาย,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",51
เชียงใหม่,กฟส,กฟส.เชียงดำว,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",51
เชียงใหม่,กฟส,กฟส.แม่แตง,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",51
เชียงใหม่,กฟส,กฟส.สะเมิง,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟส,กฟส.ป่าแป๋,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟส,กฟส.พร้าว,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",51
เชียงใหม่,กฟส,กฟส.แม่วาง,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟส,กฟส.ฮอด,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",51
เชียงใหม่,กฟส,กฟส.ดอยหล่อ,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟส,กฟส.แม่แจ่ม,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟส,กฟส.ดอยเต่า,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟส,กฟส.อมก๋อย,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟส,กฟส.บ่อหลวง,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",51
เชียงใหม่,กฟจ,กฟจ.เชียงใหม่,L,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.0, 0.439, 0.753)",51
เชียงใหม่,กฟส,กฟส.กัลยำณิวัฒนำ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",51
ลำพูน,กฟส,กฟส.ป่าซาง,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",52
ลำพูน,กฟส,กฟส.บ้านโฮ่ง,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",52
ลำพูน,กฟส,กฟส.แม่ทา,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",52
ลำพูน,กฟส,กฟส.นครเจดีย์,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",52
ลำพูน,กฟส,กฟส.เวียงหนองล่อง,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",52
ลำพูน,กฟส,กฟส.ลี้,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",52
ลำพูน,กฟส,กฟส.บ้านธิ,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",52
ลำพูน,กฟส,กฟส.ทุ่งหัวช้าง,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",52
ลำพูน,กฟส,กฟส.แม่ตืน,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",52
ลำพูน,กฟจ,กฟจ.ลำพูน,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.635, 0.016)",52
ลำพูน,กฟส,กฟส.ป่าซาง,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",52
ลำพูน,กฟส,กฟส.บ้านโฮ่ง,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",52
ลำพูน,กฟส,กฟส.แม่ทา,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",52
ลำพูน,กฟส,กฟส.นครเจดีย์,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",52
ลำพูน,กฟส,กฟส.เวียงหนองล่อง,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",52
ลำพูน,กฟส,กฟส.ลี้,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",52
ลำพูน,กฟส,กฟส.บ้านธิ,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",52
ลำพูน,กฟส,กฟส.ทุ่งหัวช้าง,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",52
ลำพูน,กฟส,กฟส.แม่ตืน,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",52
ลำพูน,กฟส,กฟส.เมืองลำพูน,L,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.431, 0.106, 0.416)",52
ลำปำง,กฟจ,กฟจ.ลำปำง,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.635, 0.016)",54
ลำปำง,กฟส,กฟส.งำว,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",54
ลำปำง,กฟส,กฟส.เถิน,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",54
ลำปำง,กฟส,กฟส.พิชัย-บ้านเสด็จ,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",54
ลำปำง,กฟส,กฟส.เสริมงำม,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",54
ลำปำง,กฟส,กฟส.สบปรำบ,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",54
ลำปำง,กฟส,กฟส.แม่ทะ,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",54
ลำปำง,กฟส,กฟส.ห้างฉัตร,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",54
ลำปำง,กฟส,กฟส.แม่พริก,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",54
ลำปำง,กฟส,กฟส.เกำะคำ,M,ใหม่ (1 ม.ค. 2569),exact,"(1.0, 0.855, 0.612)",54
ลำปำง,กฟส,กฟส.วังเหนือ,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",54
ลำปำง,กฟส,กฟส.แม่เมาะ,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",54
ลำปำง,กฟส,กฟส.แจ้ห่ม,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",54
ลำปำง,กฟส,กฟส.เมืองปำน,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",54
ลำปำง,กฟส,กฟส.เมืองลำปำง,L,เดิม (1 ต.ค. 2568),ใกล้เคียง (ตรวจซ้ำ),"(0.373, 0.18, 0.447)",54
ลำปำง,กฟส,กฟส.งำว,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",54
ลำปำง,กฟส,กฟส.เถิน,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",54
ลำปำง,กฟส,กฟส.พิชัย-บ้านเสด็จ,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",54
ลำปำง,กฟส,กฟส.เสริมงำม,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",54
ลำปำง,กฟส,กฟส.สบปรำบ,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",54
ลำปำง,กฟส,กฟส.แม่ทะ,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",54
ลำปำง,กฟส,กฟส.ห้างฉัตร,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",54
ลำปำง,กฟส,กฟส.แม่พริก,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",54
ลำปำง,กฟส,กฟส.เกำะคำ,M,เดิม (1 ต.ค. 2568),exact,"(1.0, 0.855, 0.612)",54
ลำปำง,กฟส,กฟส.วังเหนือ,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",54
ลำปำง,กฟส,กฟส.แม่เมาะ,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",54
ลำปำง,กฟส,กฟส.แจ้ห่ม,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",54
ลำปำง,กฟส,กฟส.เมืองปำน,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",54
เชียงรำย,กฟจ,กฟจ.เชียงรำย,L,ใหม่ (1 ม.ค. 2569),exact,"(0.0, 0.439, 0.753)",56
เชียงรำย,กฟส,กฟส.เทิง,M,ใหม่ (1 ม.ค. 2569),exact,"(1.0, 0.855, 0.612)",56
เชียงรำย,กฟส,กฟส.นำงแล,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",56
เชียงรำย,กฟส,กฟส.เวียงชัย,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",56
เชียงรำย,กฟส,กฟส.เวียงป่าเป้า,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",56
เชียงรำย,กฟส,กฟส.เวียงเชียงรุ้ง,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",56
เชียงรำย,กฟส,กฟส.แม่จัน,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",56
เชียงรำย,กฟส,กฟส.เชียงของ,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",56
เชียงรำย,กฟส,กฟส.บ้านเทอดไทย,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",56
เชียงรำย,กฟส,กฟส.พำน,M,ใหม่ (1 ม.ค. 2569),exact,"(1.0, 0.855, 0.612)",56
เชียงรำย,กฟส,กฟส.แม่สาย,M,ใหม่ (1 ม.ค. 2569),exact,"(1.0, 0.855, 0.612)",56
เชียงรำย,กฟส,กฟส.ห้วยสัก,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",56
เชียงรำย,กฟส,กฟส.แม่ฟ้าหลวง,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",56
เชียงรำย,กฟส,กฟส.แม่สลองนอก,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",56
เชียงรำย,กฟส,กฟส.เวียงแก่น,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",56
เชียงรำย,กฟส,กฟส.ขุนตำล,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",56
เชียงรำย,กฟส,กฟส.พญำเม็งรำย,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",56
เชียงรำย,กฟส,กฟส.แม่ลาว,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",56
เชียงรำย,กฟส,กฟส.แม่สรวย,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",56
เชียงรำย,กฟส,กฟส.ป่าแดด,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",56
เชียงรำย,กฟส,กฟส.เชียงแสน,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",56
เชียงรำย,กฟส,กฟส.ดอยหลวง,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",56
เชียงรำย,กฟส,กฟส.ดอยตุง,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",56
เชียงรำย,กฟส,กฟส.เมืองเชียงรำย,L,เดิม (1 ต.ค. 2568),exact,"(0.431, 0.106, 0.416)",56
เชียงรำย,กฟส,กฟส.เทิง,M,เดิม (1 ต.ค. 2568),exact,"(1.0, 0.855, 0.612)",56
เชียงรำย,กฟส,กฟส.นำงแล,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",56
เชียงรำย,กฟส,กฟส.เวียงชัย,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",56
เชียงรำย,กฟส,กฟส.เวียงป่าเป้า,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",56
เชียงรำย,กฟส,กฟส.เวียงเชียงรุ้ง,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",56
เชียงรำย,กฟส,กฟส.แม่จัน,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",56
เชียงรำย,กฟส,กฟส.เชียงของ,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",56
เชียงรำย,กฟส,กฟส.บ้านเทอดไทย,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",56
เชียงรำย,กฟส,กฟส.พำน,M,เดิม (1 ต.ค. 2568),exact,"(1.0, 0.855, 0.612)",56
เชียงรำย,กฟส,กฟส.แม่สาย,M,เดิม (1 ต.ค. 2568),exact,"(1.0, 0.855, 0.612)",56
เชียงรำย,กฟส,กฟส.ห้วยสัก,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",56
เชียงรำย,กฟส,กฟส.แม่ฟ้าหลวง,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",56
เชียงรำย,กฟส,กฟส.แม่สลองนอก,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",56
เชียงรำย,กฟส,กฟส.เวียงแก่น,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",56
เชียงรำย,กฟส,กฟส.ขุนตำล,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",56
เชียงรำย,กฟส,กฟส.พญำเม็งรำย,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",56
เชียงรำย,กฟส,กฟส.แม่ลาว,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",56
เชียงรำย,กฟส,กฟส.แม่สรวย,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",56
เชียงรำย,กฟส,กฟส.ป่าแดด,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",56
เชียงรำย,กฟส,กฟส.เชียงแสน,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",56
เชียงรำย,กฟส,กฟส.ดอยหลวง,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",56
เชียงรำย,กฟส,กฟส.ดอยตุง,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",56
แม่ฮ่องสอน,กฟส,กฟส.แม่สะเรียง,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",58
แม่ฮ่องสอน,กฟส,กฟส.ปำย,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",58
แม่ฮ่องสอน,กฟส,กฟส.แม่ลาน้อย,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",58
แม่ฮ่องสอน,กฟส,กฟส.ขุนยวม,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",58
แม่ฮ่องสอน,กฟส,กฟส.สบเมย,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",58
แม่ฮ่องสอน,กฟส,กฟส.ปางมะผ้า,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",58
แม่ฮ่องสอน,กฟจ,กฟจ.แม่ฮ่องสอน,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.635, 0.016)",58
แม่ฮ่องสอน,กฟส,กฟส.แม่สะเรียง,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",58
แม่ฮ่องสอน,กฟส,กฟส.ปำย,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",58
แม่ฮ่องสอน,กฟส,กฟส.แม่ลาน้อย,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",58
แม่ฮ่องสอน,กฟส,กฟส.ขุนยวม,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",58
แม่ฮ่องสอน,กฟส,กฟส.สบเมย,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",58
แม่ฮ่องสอน,กฟส,กฟส.ปางมะผ้า,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",58
แม่ฮ่องสอน,กฟส,กฟส.กัลยำณิวัฒนำ,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",58
แม่ฮ่องสอน,กฟจ,กฟจ.แม่ฮ่องสอน,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.635, 0.016)",58
พะเยำ,กฟจ,กฟจ.พะเยำ,S,ใหม่ (1 ม.ค. 2569),exact,"(1.0, 0.635, 0.016)",59
พะเยำ,กฟส,กฟส.เชียงคำ,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",59
พะเยำ,กฟส,กฟส.จุน,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",59
พะเยำ,กฟส,กฟส.ภูกำมยำว,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",59
พะเยำ,กฟส,กฟส.แม่ใจ,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",59
พะเยำ,กฟส,กฟส.แม่กา,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",59
พะเยำ,กฟส,กฟส.ปง,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",59
พะเยำ,กฟส,กฟส.เชียงม่วน,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",59
พะเยำ,กฟส,กฟส.ดอกคำใต้,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",59
พะเยำ,กฟส,กฟส.ภูซำง,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",59
พะเยำ,กฟส,กฟส.เมืองพะเยำ,M,เดิม (1 ต.ค. 2568),exact,"(1.0, 0.855, 0.612)",59
พะเยำ,กฟส,กฟส.เชียงคำ,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",59
พะเยำ,กฟส,กฟส.จุน,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",59
พะเยำ,กฟส,กฟส.แม่ใจ,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",59
พะเยำ,กฟส,กฟส.แม่กา,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",59
พะเยำ,กฟส,กฟส.ปง,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",59
พะเยำ,กฟส,กฟส.เชียงม่วน,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",59
พะเยำ,กฟส,กฟส.ดอกคำใต้,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",59
พะเยำ,กฟส,กฟส.ภูซำง,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",59
พะเยำ,กฟส,กฟส.ภูกำมยำว,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",59
พิษณุโลก,กฟจ,กฟจ.พิษณุโลก,L,ใหม่ (1 ม.ค. 2569),exact,"(0.0, 0.439, 0.753)",61
พิษณุโลก,กฟส,กฟส.วัดโบสถ์,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",61
พิษณุโลก,กฟส,กฟส.พรหมพิรำม,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",61
พิษณุโลก,กฟส,กฟส.นครไทย,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",61
พิษณุโลก,กฟส,กฟส.วังทอง,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",61
พิษณุโลก,กฟส,กฟส.บำงระกำ,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",61
พิษณุโลก,กฟส,กฟส.บางกระทุ่ม,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",61
พิษณุโลก,กฟส,กฟส.วงฆ้อง,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",61
พิษณุโลก,กฟส,กฟส.บ้านแยง,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",61
พิษณุโลก,กฟส,กฟส.ชำติตระกำร,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",61
พิษณุโลก,กฟส,กฟส.หนองพระ,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",61
