จังหวัด,ระดับ,หน่วยงาน,ขนาด,โครงสร้าง,ที่มาของขนาด,สี,obj
นครพนม,กฟส,กฟส.ปลำปำก,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",91
นครพนม,กฟส,กฟส.บ้านแพง,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",91
นครพนม,กฟส,กฟส.ศรีสงครำม,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",91
นครพนม,กฟส,กฟส.นาหว้า,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",91
นครพนม,กฟส,กฟส.เรณูนคร,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",91
นครพนม,กฟส,กฟส.ท่าอุเทน,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",91
นครพนม,กฟส,กฟส.โพนสวรรค์,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",91
นครพนม,กฟส,กฟส.นำทม,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",91
นครพนม,กฟส,กฟส.เมืองนครพนม,L,เดิม (1 ต.ค. 2568),exact,"(0.431, 0.106, 0.416)",91
นครพนม,กฟส,กฟส.ธำตุพนม,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",91
นครพนม,กฟส,กฟส.วังยำง,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",91
นครพนม,กฟส,กฟส.นำแก,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",91
นครพนม,กฟส,กฟส.ปลำปำก,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",91
นครพนม,กฟส,กฟส.บ้านแพง,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",91
นครพนม,กฟส,กฟส.ศรีสงครำม,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",91
นครพนม,กฟส,กฟส.นาหว้า,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",91
นครพนม,กฟส,กฟส.เรณูนคร,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",91
นครพนม,กฟส,กฟส.ท่าอุเทน,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",91
นครพนม,กฟส,กฟส.โพนสวรรค์,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",91
นครพนม,กฟส,กฟส.นำทม,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",91
บึงกำฬ,กฟส,กฟส.เซกำ,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",93
บึงกำฬ,กฟส,กฟส.ศรีวิไล,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",93
บึงกำฬ,กฟส,กฟส.โซ่พิสัย,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",93
บึงกำฬ,กฟส,กฟส.พรเจริญ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",93
บึงกำฬ,กฟส,กฟส.บึงโขงหลง,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",93
บึงกำฬ,กฟส,กฟส.ปำกคำด,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",93
บึงกำฬ,กฟส,กฟส.บุ่งคล้า,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",93
บึงกำฬ,กฟจ,กฟจ.บึงกำฬ,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.635, 0.016)",93
บึงกำฬ,กฟส,กฟส.เซกำ,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",93
บึงกำฬ,กฟส,กฟส.ศรีวิไล,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",93
บึงกำฬ,กฟส,กฟส.โซ่พิสัย,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",93
บึงกำฬ,กฟส,กฟส.พรเจริญ,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",93
บึงกำฬ,กฟส,กฟส.บึงโขงหลง,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",93
บึงกำฬ,กฟส,กฟส.ปำกคำด,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",93
บึงกำฬ,กฟส,กฟส.บุ่งคล้า,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",93
บึงกำฬ,กฟส,กฟส.เมืองบึงกำฬ,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",93
เลย,กฟส,กฟส.วังสะพุง,M,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.855, 0.612)",95
เลย,กฟส,กฟส.ภูเรือ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",95
เลย,กฟส,กฟส.ท่าลี่,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",95
เลย,กฟส,กฟส.ภูหลวง,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",95
เลย,กฟส,กฟส.นาด้วง,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",95
เลย,กฟส,กฟส.เชียงคำน,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",95
เลย,กฟส,กฟส.ด่านซ้าย,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",95
เลย,กฟส,กฟส.ภูกระดึง,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",95
เลย,กฟส,กฟส.ผำขำว,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",95
เลย,กฟส,กฟส.ปำกชม,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",95
เลย,กฟส,กฟส.หนองหิน,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",95
เลย,กฟส,กฟส.เอรำวัณ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",95
เลย,กฟส,กฟส.นาแห้ว,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",95
เลย,กฟจ,กฟจ.เลย,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.635, 0.016)",95
เลย,กฟส,กฟส.เมืองเลย,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",95
เลย,กฟส,กฟส.วังสะพุง,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",95
เลย,กฟส,กฟส.ภูเรือ,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",95
เลย,กฟส,กฟส.ท่าลี่,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",95
เลย,กฟส,กฟส.ภูหลวง,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",95
เลย,กฟส,กฟส.นาด้วง,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",95
เลย,กฟส,กฟส.เชียงคำน,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",95
เลย,กฟส,กฟส.ด่านซ้าย,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",95
เลย,กฟส,กฟส.ภูกระดึง,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",95
เลย,กฟส,กฟส.ผำขำว,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",95
เลย,กฟส,กฟส.ปำกชม,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",95
เลย,กฟส,กฟส.หนองหิน,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",95
เลย,กฟส,กฟส.เอรำวัณ,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",95
เลย,กฟส,กฟส.นาแห้ว,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",95
สกลนคร,กฟจ,กฟจ.สกลนคร,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.635, 0.016)",97
สกลนคร,กฟส,กฟส.อำกำศอำนวย,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",97
สกลนคร,กฟส,กฟส.กุดบำก,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.พรรณำนิคม,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",97
สกลนคร,กฟส,กฟส.โพนนาแก้ว,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.บ้านม่วง,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.พังโคน,M,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.855, 0.612)",97
สกลนคร,กฟส,กฟส.สว่างแดนดิน,M,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.855, 0.612)",97
สกลนคร,กฟส,กฟส.เต่างอย,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.คำตากล้า,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.นิคมน้ำอูน,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.วำริชภูมิ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.ภูพำน,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.โคกศรีสุพรรณ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.กุสุมาลย์,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.วำนรนิวำส,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",97
สกลนคร,กฟส,กฟส.เจริญศิลป์,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.ส่องดาว,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.เมืองสกลนคร,L,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.431, 0.106, 0.416)",97
สกลนคร,กฟส,กฟส.อำกำศอำนวย,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",97
สกลนคร,กฟส,กฟส.กุดบำก,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.พรรณำนิคม,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",97
สกลนคร,กฟส,กฟส.โพนนาแก้ว,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.บ้านม่วง,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.พังโคน,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",97
สกลนคร,กฟส,กฟส.สว่างแดนดิน,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",97
สกลนคร,กฟส,กฟส.เต่างอย,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.คำตากล้า,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.นิคมน้ำอูน,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.วำริชภูมิ,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.ภูพำน,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.โคกศรีสุพรรณ,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.กุสุมาลย์,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.วำนรนิวำส,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",97
สกลนคร,กฟส,กฟส.เจริญศิลป์,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",97
สกลนคร,กฟส,กฟส.ส่องดาว,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",97
หนองคำย,กฟจ,กฟจ.หนองคำย,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.635, 0.016)",99
หนองคำย,กฟส,กฟส.โพนพิสัย,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",99
หนองคำย,กฟส,กฟส.สังคม,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",99
หนองคำย,กฟส,กฟส.ศรีเชียงใหม่,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",99
หนองคำย,กฟส,กฟส.เฝ้าไร่,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",99
หนองคำย,กฟส,กฟส.รัตนวาปี,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",99
หนองคำย,กฟส,กฟส.สระใคร,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",99
หนองคำย,กฟส,กฟส.โพธิตำก,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",99
หนองคำย,กฟส,กฟส.ท่าบ่อ,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",99
หนองคำย,กฟส,กฟส.เมืองหนองคำย,L,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.431, 0.106, 0.416)",99
หนองคำย,กฟส,กฟส.โพนพิสัย,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",99
หนองคำย,กฟส,กฟส.สังคม,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",99
หนองคำย,กฟส,กฟส.ศรีเชียงใหม่,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",99
หนองคำย,กฟส,กฟส.เฝ้าไร่,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",99
หนองคำย,กฟส,กฟส.รัตนวาปี,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",99
หนองคำย,กฟส,กฟส.สระใคร,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",99
หนองคำย,กฟส,กฟส.โพธิตำก,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",99
หนองคำย,กฟส,กฟส.ท่าบ่อ,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",99
หนองบัวลำภู,กฟจ,กฟจ.หนองบัวลำภู,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.635, 0.016)",101
หนองบัวลำภู,กฟส,กฟส.นำกลำง,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",101
หนองบัวลำภู,กฟส,กฟส.สุวรรณคูหำ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",101
หนองบัวลำภู,กฟส,กฟส.นำวัง,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",101
หนองบัวลำภู,กฟส,กฟส.โนนสัง,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",101
หนองบัวลำภู,กฟส,กฟส.ศรีบุญเรือง,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",101
หนองบัวลำภู,กฟส,กฟส.เมืองหนองบัวลำภู,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",101
หนองบัวลำภู,กฟส,กฟส.นำกลำง,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",101
หนองบัวลำภู,กฟส,กฟส.สุวรรณคูหำ,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",101
หนองบัวลำภู,กฟส,กฟส.นำวัง,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",101
หนองบัวลำภู,กฟส,กฟส.โนนสัง,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",101
หนองบัวลำภู,กฟส,กฟส.ศรีบุญเรือง,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",101
อุดรธำนี,กฟจ,กฟจ.อุดรธำนี,L,ใหม่ (1 ม.ค. 2569),exact,"(0.0, 0.439, 0.753)",103
อุดรธำนี,กฟส,กฟส.บ้านผือ,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",103
อุดรธำนี,กฟส,กฟส.ศรีธำตุ,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.นำยูง,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.ไชยวำน,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.กุมภวำปี,M,ใหม่ (1 ม.ค. 2569),exact,"(1.0, 0.855, 0.612)",103
อุดรธำนี,กฟส,กฟส.หนองหำน,M,ใหม่ (1 ม.ค. 2569),exact,"(1.0, 0.855, 0.612)",103
อุดรธำนี,กฟส,กฟส.น้ำโสม,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.ทุ่งฝน,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.วังสำมหมอ,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.โนนสะอำด,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.ประจักษ์ศิลปำคม,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.หนองแสง,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.เมืองอุดรธำนี2,L,ใหม่ (1 ม.ค. 2569),exact,"(0.431, 0.106, 0.416)",103
อุดรธำนี,กฟส,กฟส.หนองวัวซอ,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",103
อุดรธำนี,กฟส,กฟส.กุดจับ,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",103
อุดรธำนี,กฟส,กฟส.พิบูลย์รักษ์,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.กู่แก้ว,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.บ้านดุง,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",103
อุดรธำนี,กฟส,กฟส.เพ็ญ,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",103
อุดรธำนี,กฟส,กฟส.สร้างคอม,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.เมืองอุดรธำนี,L,เดิม (1 ต.ค. 2568),ใกล้เคียง (ตรวจซ้ำ),"(0.373, 0.18, 0.447)",103
อุดรธำนี,กฟส,กฟส.บ้านผือ,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",103
อุดรธำนี,กฟส,กฟส.ศรีธำตุ,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.นำยูง,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.ไชยวำน,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.กุมภวำปี,M,เดิม (1 ต.ค. 2568),exact,"(1.0, 0.855, 0.612)",103
อุดรธำนี,กฟส,กฟส.หนองหำน,M,เดิม (1 ต.ค. 2568),exact,"(1.0, 0.855, 0.612)",103
อุดรธำนี,กฟส,กฟส.น้ำโสม,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.ทุ่งฝน,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.วังสำมหมอ,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.โนนสะอำด,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.ประจักษ์ศิลปำคม,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.หนองแสง,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.เมืองอุดรธำนี2,L,เดิม (1 ต.ค. 2568),ใกล้เคียง (ตรวจซ้ำ),"(0.373, 0.18, 0.447)",103
อุดรธำนี,กฟส,กฟส.หนองวัวซอ,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",103
อุดรธำนี,กฟส,กฟส.กุดจับ,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",103
อุดรธำนี,กฟส,กฟส.พิบูลย์รักษ์,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.กู่แก้ว,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",103
อุดรธำนี,กฟส,กฟส.บ้านดุง,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",103
อุดรธำนี,กฟส,กฟส.เพ็ญ,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",103
อุดรธำนี,กฟส,กฟส.สร้างคอม,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",103
อุบลรำชธำนี,กฟจ,กฟจ.อุบลรำชธำนี,L,ใหม่ (1 ม.ค. 2569),exact,"(0.0, 0.439, 0.753)",105
อุบลรำชธำนี,กฟส,กฟส.วำรินชำรำบ,M,ใหม่ (1 ม.ค. 2569),exact,"(1.0, 0.855, 0.612)",105
อุบลรำชธำนี,กฟส,กฟส.ตระกำรพืชผล,M,ใหม่ (1 ม.ค. 2569),exact,"(1.0, 0.855, 0.612)",105
อุบลรำชธำนี,กฟส,กฟส.ม่วงสามสิบ,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",105
อุบลรำชธำนี,กฟส,กฟส.เขื่องใน,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",105
อุบลรำชธำนี,กฟส,กฟส.ตำลสุม,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",105
อุบลรำชธำนี,กฟส,กฟส.บ้านกอก,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",105
อุบลรำชธำนี,กฟส,กฟส.ศรีเมืองใหม่,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",105
อุบลรำชธำนี,กฟส,กฟส.โพธิไทร,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",105
อุบลรำชธำนี,กฟส,กฟส.กุดข้าวปุ้น,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",105
อุบลรำชธำนี,กฟส,กฟส.พิบูลมังสำหำร,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",105
อุบลรำชธำนี,กฟส,กฟส.เขมรำฐ,S,ใหม่ (1 ม.ค. 2569),exact,"(0.847, 0.573, 0.733)",105
อุบลรำชธำนี,กฟส,กฟส.โขงเจียม,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",105
อุบลรำชธำนี,กฟส,กฟส.สิรินธร,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",105
อุบลรำชธำนี,กฟส,กฟส.สำโรง,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",105
อุบลรำชธำนี,กฟส,กฟส.ห้วยขะยุง,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",105
อุบลรำชธำนี,กฟส,กฟส.สว่างวีระวงศ์,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",105
อุบลรำชธำนี,กฟส,กฟส.เดชอุดม,L,ใหม่ (1 ม.ค. 2569),exact,"(0.431, 0.106, 0.416)",105
